0,1,2,3,4,5,6,7,8,9,10
citrus fruit,pork,canned fish,oil,,,,,,,
canned beer,root vegetables,soda,,,,,,,,
soda,liquor,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
other vegetables,sugar,oil,,,,,,,,
soda,UHT-milk,newspapers,white bread,,,,,,,
frozen vegetables,pip fruit,hygiene articles,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
yogurt,soda,,,,,,,,,
butter,dog food,,,,,,,,,
meat,newspapers,,,,,,,,,
sausage,whole milk,tropical fruit,light bulbs,yogurt,rolls/buns,liquor (appetizer),,,,
butter milk,bottled beer,zwieback,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,canned beer,bottled water,bottled beer,,,,,,,
whole milk,shopping bags,,,,,,,,,
onions,pastry,,,,,,,,,
specialty chocolate,flour,,,,,,,,,
coffee,rolls/buns,,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
canned beer,frozen fish,,,,,,,,,
fruit/vegetable juice,white bread,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
pastry,vinegar,salty snack,,,,,,,,
soda,sausage,butter milk,vinegar,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,cereals,whole milk,,,,,,,,
sugar,dish cleaner,,,,,,,,,
specialty chocolate,pip fruit,,,,,,,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,,
meat,cling film/bags,whipped/sour cream,,,,,,,,
sausage,domestic eggs,,,,,,,,,
packaged fruit/vegetables,liquor,shopping bags,,,,,,,,
whole milk,oil,,,,,,,,,
other vegetables,butter,,,,,,,,,
napkins,coffee,,,,,,,,,
bottled water,frozen dessert,newspapers,,,,,,,,
whole milk,whole milk,,,,,,,,,
pip fruit,sugar,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,butter,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
whole milk,citrus fruit,butter,pip fruit,,,,,,,
whole milk,dishes,,,,,,,,,
instant coffee,yogurt,other vegetables,,,,,,,,
chicken,pork,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
bottled water,shopping bags,soda,flour,,,,,,,
fruit/vegetable juice,pickled vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
hard cheese,tropical fruit,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
red/blush wine,domestic eggs,,,,,,,,,
fruit/vegetable juice,candy,fruit/vegetable juice,,,,,,,,
pastry,soda,,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
beef,pip fruit,bottled water,margarine,hygiene articles,,,,,,
canned beer,red/blush wine,salty snack,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
liqueur,chocolate,,,,,,,,,
ice cream,bottled beer,,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
yogurt,pork,UHT-milk,specialty bar,,,,,,,
root vegetables,soda,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
UHT-milk,whole milk,canned beer,,,,,,,,
beverages,sugar,,,,,,,,,
napkins,pastry,,,,,,,,,
chocolate marshmallow,yogurt,,,,,,,,,
pork,whole milk,,,,,,,,,
curd,rolls/buns,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
rolls/buns,onions,,,,,,,,,
ham,whipped/sour cream,,,,,,,,,
whole milk,margarine,sugar,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
chicken,pastry,,,,,,,,,
pork,root vegetables,,,,,,,,,
margarine,yogurt,,,,,,,,,
sugar,cat food,,,,,,,,,
butter,mustard,,,,,,,,,
pastry,liqueur,,,,,,,,,
other vegetables,butter,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
beef,processed cheese,other vegetables,spices,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
pork,root vegetables,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
cream cheese ,pastry,,,,,,,,,
white bread,shopping bags,,,,,,,,,
yogurt,onions,,,,,,,,,
salty snack,condensed milk,,,,,,,,,
chicken,whole milk,soda,,,,,,,,
other vegetables,domestic eggs,,,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
butter milk,frozen vegetables,,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
whole milk,cat food,,,,,,,,,
pastry,frankfurter,long life bakery product,whipped/sour cream,,,,,,,
beef,soda,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
sausage,butter,cream cheese ,,,,,,,,
meat,salt,,,,,,,,,
soda,vinegar,napkins,,,,,,,,
bags,yogurt,soda,,,,,,,,
bottled beer,soda,candy,,,,,,,,
hamburger meat,whole milk,whipped/sour cream,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
white wine,canned vegetables,flour,,,,,,,,
bottled water,coffee,,,,,,,,,
whole milk,grapes,,,,,,,,,
whole milk,hamburger meat,soft cheese,long life bakery product,margarine,bottled beer,,,,,
soda,rolls/buns,soda,,,,,,,,
ham,waffles,seasonal products,,,,,,,,
beef,shopping bags,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
citrus fruit,salt,,,,,,,,,
bottled water,baking powder,UHT-milk,,,,,,,,
yogurt,butter,,,,,,,,,
curd,sugar,,,,,,,,,
chocolate,baking powder,,,,,,,,,
long life bakery product,sweet spreads,,,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,white bread,,,,,,,,,
whole milk,mustard,,,,,,,,,
shopping bags,snack products,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
domestic eggs,brown bread,specialty chocolate,,,,,,,,
mustard,salt,,,,,,,,,
chicken,frozen meals,napkins,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
pastry,margarine,,,,,,,,,
chicken,misc. beverages,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
frankfurter,beef,,,,,,,,,
other vegetables,hard cheese,liquor,brown bread,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
tropical fruit,chicken,beef,pasta,onions,long life bakery product,whole milk,jam,,,
rolls/buns,newspapers,cereals,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
canned beer,cereals,,,,,,,,,
instant coffee,onions,processed cheese,dental care,,,,,,,
tropical fruit,rolls/buns,zwieback,,,,,,,,
root vegetables,salty snack,,,,,,,,,
pork,pork,,,,,,,,,
frankfurter,soups,,,,,,,,,
onions,pork,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
frankfurter,pastry,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
ham,other vegetables,,,,,,,,,
root vegetables,grapes,whole milk,,,,,,,,
whole milk,ice cream,detergent,rolls/buns,,,,,,,
beef,yogurt,,,,,,,,,
root vegetables,misc. beverages,other vegetables,,,,,,,,
other vegetables,margarine,,,,,,,,,
soda,soda,,,,,,,,,
liqueur,whole milk,,,,,,,,,
beef,chocolate,,,,,,,,,
onions,long life bakery product,,,,,,,,,
yogurt,brown bread,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
bottled beer,cat food,,,,,,,,,
newspapers,soups,,,,,,,,,
sausage,bottled beer,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
pastry,shopping bags,,,,,,,,,
herbs,vinegar,shopping bags,,,,,,,,
pork,yogurt,,,,,,,,,
other vegetables,beverages,,,,,,,,,
bottled beer,newspapers,,,,,,,,,
root vegetables,pip fruit,,,,,,,,,
chicken,curd,,,,,,,,,
salty snack,bottled water,,,,,,,,,
butter,rolls/buns,,,,,,,,,
chicken,soda,frozen meals,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
waffles,pasta,,,,,,,,,
bottled water,tropical fruit,shopping bags,,,,,,,,
sausage,white bread,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
softener,yogurt,cling film/bags,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
rolls/buns,chicken,,,,,,,,,
finished products,other vegetables,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
beef,ice cream,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
whole milk,meat,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
brown bread,rolls/buns,citrus fruit,frozen fish,chocolate,,,,,,
red/blush wine,dog food,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
frozen meals,beef,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,popcorn,fruit/vegetable juice,,,,,,,,
bottled water,chewing gum,beef,brown bread,,,,,,,
root vegetables,sugar,,,,,,,,,
whole milk,domestic eggs,rolls/buns,long life bakery product,,,,,,,
long life bakery product,salty snack,,,,,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
tropical fruit,ice cream,frozen fish,,,,,,,,
root vegetables,canned fish,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
sausage,bottled beer,,,,,,,,,
frankfurter,frankfurter,grapes,brown bread,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
meat,newspapers,cleaner,,,,,,,,
pot plants,bottled water,yogurt,,,,,,,,
frankfurter,whole milk,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
rolls/buns,cling film/bags,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
rolls/buns,yogurt,chicken,whole milk,,,,,,,
citrus fruit,yogurt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
hamburger meat,rolls/buns,beverages,dessert,whole milk,domestic eggs,yogurt,soda,,,
pork,other vegetables,shopping bags,,,,,,,,
hygiene articles,rolls/buns,,,,,,,,,
napkins,napkins,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
whole milk,seasonal products,,,,,,,,,
pasta,shopping bags,,,,,,,,,
soda,other vegetables,frozen vegetables,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
pork,grapes,,,,,,,,,
other vegetables,cat food,,,,,,,,,
other vegetables,spread cheese,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
cookware,spread cheese,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
citrus fruit,cleaner,,,,,,,,,
citrus fruit,butter milk,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
yogurt,pot plants,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
soda,whipped/sour cream,,,,,,,,,
whole milk,waffles,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
frankfurter,onions,,,,,,,,,
beef,dessert,,,,,,,,,
whole milk,beverages,,,,,,,,,
margarine,cream cheese ,,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
bottled water,soda,margarine,candy,,,,,,,
pip fruit,tropical fruit,whole milk,,,,,,,,
coffee,frankfurter,frankfurter,bottled beer,butter,margarine,sugar,brown bread,soda,,
other vegetables,whole milk,,,,,,,,,
frankfurter,coffee,,,,,,,,,
butter,frozen vegetables,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
brown bread,pet care,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
soda,bottled water,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pot plants,organic products,,,,,,,,,
dessert,pastry,,,,,,,,,
cream cheese ,butter milk,,,,,,,,,
white bread,tropical fruit,,,,,,,,,
pork,other vegetables,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
yogurt,tidbits,,,,,,,,,
pip fruit,UHT-milk,shopping bags,,,,,,,,
whole milk,root vegetables,margarine,,,,,,,,
cling film/bags,UHT-milk,pastry,,,,,,,,
other vegetables,soda,,,,,,,,,
tropical fruit,UHT-milk,whole milk,,,,,,,,
UHT-milk,other vegetables,cake bar,,,,,,,,
brandy,whole milk,,,,,,,,,
sliced cheese,cat food,,,,,,,,,
yogurt,mustard,,,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
meat,margarine,,,,,,,,,
berries,rolls/buns,,,,,,,,,
citrus fruit,pastry,other vegetables,pastry,,,,,,,
pork,pip fruit,,,,,,,,,
hard cheese,soda,,,,,,,,,
bottled water,shopping bags,waffles,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
citrus fruit,white bread,pastry,,,,,,,,
root vegetables,soda,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
soda,frozen meals,liquor (appetizer),specialty chocolate,,,,,,,
meat spreads,mayonnaise,,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
spread cheese,frankfurter,ice cream,citrus fruit,pip fruit,cake bar,other vegetables,yogurt,rolls/buns,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,yogurt,whole milk,spread cheese,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
tropical fruit,napkins,long life bakery product,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
sausage,bottled beer,whole milk,frozen vegetables,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
curd,canned beer,,,,,,,,,
liver loaf,bottled water,bottled water,,,,,,,,
whole milk,pip fruit,,,,,,,,,
ham,napkins,rice,,,,,,,,
bottled water,frozen vegetables,frozen vegetables,UHT-milk,,,,,,,
cocoa drinks,sliced cheese,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
beef,newspapers,misc. beverages,,,,,,,,
tropical fruit,napkins,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
frozen meals,white bread,cereals,ready soups,,,,,,,
meat,sliced cheese,,,,,,,,,
pork,yogurt,,,,,,,,,
ham,onions,baking powder,,,,,,,,
pip fruit,frozen meals,,,,,,,,,
whole milk,whole milk,cat food,canned beer,,,,,,,
rolls/buns,whole milk,,,,,,,,,
tropical fruit,meat,whole milk,candles,,,,,,,
pastry,whole milk,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
canned beer,napkins,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
pet care,beef,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
bottled beer,berries,,,,,,,,,
root vegetables,berries,coffee,bottled beer,rice,,,,,,
bottled beer,whole milk,bottled water,,,,,,,,
soda,whole milk,,,,,,,,,
processed cheese,other vegetables,,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
other vegetables,yogurt,other vegetables,flour,,,,,,,
yogurt,chicken,bottled water,whole milk,flour,detergent,,,,,
mustard,soda,,,,,,,,,
other vegetables,pip fruit,UHT-milk,herbs,,,,,,,
beef,waffles,,,,,,,,,
other vegetables,cooking chocolate,,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
newspapers,butter,,,,,,,,,
hard cheese,shopping bags,,,,,,,,,
detergent,newspapers,other vegetables,ketchup,,,,,,,
oil,cake bar,,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
sausage,whole milk,,,,,,,,,
cream cheese ,tropical fruit,bottled water,soda,specialty bar,,,,,,
brown bread,UHT-milk,beef,red/blush wine,brown bread,rolls/buns,pickled vegetables,,,,
soda,soda,,,,,,,,,
sausage,canned beer,,,,,,,,,
waffles,brown bread,,,,,,,,,
frankfurter,rolls/buns,coffee,white wine,,,,,,,
pip fruit,whole milk,,,,,,,,,
salty snack,whole milk,domestic eggs,shopping bags,,,,,,,
sausage,other vegetables,,,,,,,,,
white wine,soda,,,,,,,,,
salty snack,newspapers,,,,,,,,,
oil,bottled water,oil,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
long life bakery product,butter milk,Instant food products,,,,,,,,
whole milk,bottled beer,,,,,,,,,
chicken,chicken,,,,,,,,,
tropical fruit,other vegetables,hamburger meat,popcorn,female sanitary products,,,,,,
soda,hard cheese,,,,,,,,,
beef,sausage,oil,candles,,,,,,,
whole milk,butter milk,domestic eggs,,,,,,,,
candy,baking powder,canned fish,,,,,,,,
beef,bottled water,,,,,,,,,
chicken,root vegetables,whole milk,rolls/buns,,,,,,,
yogurt,berries,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
frankfurter,white wine,,,,,,,,,
frankfurter,dishes,hygiene articles,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
sausage,whole milk,,,,,,,,,
coffee,bottled water,,,,,,,,,
frankfurter,pip fruit,pip fruit,whole milk,candy,,,,,,
cat food,whole milk,whole milk,,,,,,,,
bottled water,brown bread,,,,,,,,,
other vegetables,coffee,,,,,,,,,
rolls/buns,yogurt,Instant food products,,,,,,,,
canned beer,other vegetables,fruit/vegetable juice,,,,,,,,
pip fruit,soda,popcorn,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
pip fruit,sugar,,,,,,,,,
domestic eggs,beef,coffee,bottled beer,,,,,,,
bottled water,yogurt,whipped/sour cream,,,,,,,,
rolls/buns,margarine,soda,,,,,,,,
candles,coffee,,,,,,,,,
chicken,ice cream,,,,,,,,,
rolls/buns,margarine,,,,,,,,,
curd,whole milk,pastry,,,,,,,,
citrus fruit,whole milk,specialty cheese,,,,,,,,
cleaner,other vegetables,,,,,,,,,
dessert,newspapers,,,,,,,,,
whole milk,frozen potato products,fruit/vegetable juice,,,,,,,,
pork,chocolate,soap,,,,,,,,
margarine,long life bakery product,,,,,,,,,
canned beer,napkins,specialty bar,,,,,,,,
oil,onions,,,,,,,,,
rolls/buns,domestic eggs,butter,butter,,,,,,,
soda,other vegetables,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
other vegetables,dessert,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
misc. beverages,whipped/sour cream,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
root vegetables,yogurt,,,,,,,,,
bottled water,butter,waffles,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
UHT-milk,butter milk,napkins,,,,,,,,
salty snack,curd,,,,,,,,,
frozen fish,margarine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
tropical fruit,photo/film,,,,,,,,,
root vegetables,popcorn,,,,,,,,,
frankfurter,butter,,,,,,,,,
hamburger meat,butter,,,,,,,,,
whole milk,sausage,pet care,yogurt,,,,,,,
pork,UHT-milk,,,,,,,,,
pastry,whipped/sour cream,whipped/sour cream,oil,,,,,,,
yogurt,soft cheese,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
salty snack,rolls/buns,,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
whole milk,pastry,yogurt,pot plants,,,,,,,
other vegetables,yogurt,,,,,,,,,
butter milk,meat,curd,soda,long life bakery product,,,,,,
sausage,other vegetables,,,,,,,,,
grapes,sparkling wine,canned beer,pastry,,,,,,,
soda,candy,,,,,,,,,
whipped/sour cream,cat food,,,,,,,,,
yogurt,bottled water,long life bakery product,,,,,,,,
grapes,soda,other vegetables,,,,,,,,
pork,other vegetables,,,,,,,,,
pork,brown bread,,,,,,,,,
canned beer,tropical fruit,root vegetables,other vegetables,,,,,,,
sugar,berries,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
rolls/buns,brown bread,,,,,,,,,
soda,butter,rolls/buns,,,,,,,,
sausage,other vegetables,chicken,waffles,root vegetables,bottled beer,butter,whipped/sour cream,,,
sausage,meat,beverages,UHT-milk,frozen dessert,sugar,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
other vegetables,potato products,napkins,,,,,,,,
whole milk,napkins,,,,,,,,,
root vegetables,soda,waffles,,,,,,,,
dessert,rolls/buns,,,,,,,,,
dessert,margarine,,,,,,,,,
meat,coffee,,,,,,,,,
whole milk,beef,root vegetables,newspapers,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whipped/sour cream,seasonal products,,,,,,,,,
rolls/buns,baking powder,,,,,,,,,
processed cheese,roll products ,,,,,,,,,
liquor,whole milk,,,,,,,,,
frankfurter,pip fruit,whole milk,other vegetables,salty snack,whipped/sour cream,,,,,
soda,bottled water,whole milk,other vegetables,hygiene articles,,,,,,
soda,beverages,,,,,,,,,
chocolate,whole milk,,,,,,,,,
ham,processed cheese,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
yogurt,other vegetables,whipped/sour cream,,,,,,,,
bottled beer,jam,male cosmetics,dessert,,,,,,,
bottled beer,grapes,candy,,,,,,,,
pork,rolls/buns,,,,,,,,,
sausage,flour,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
cream cheese ,rice,,,,,,,,,
root vegetables,tropical fruit,bottled water,white bread,processed cheese,yogurt,beverages,,,,
misc. beverages,onions,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
UHT-milk,bottled water,,,,,,,,,
brown bread,curd,,,,,,,,,
yogurt,popcorn,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
citrus fruit,whole milk,curd,chocolate marshmallow,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
pet care,bottled water,soda,,,,,,,,
sugar,processed cheese,,,,,,,,,
yogurt,bottled water,berries,,,,,,,,
tropical fruit,herbs,chocolate,,,,,,,,
UHT-milk,butter milk,frozen vegetables,other vegetables,candy,fruit/vegetable juice,,,,,
pork,yogurt,,,,,,,,,
domestic eggs,other vegetables,brown bread,,,,,,,,
onions,pastry,shopping bags,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
whipped/sour cream,meat,bottled water,newspapers,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
soda,soda,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
tropical fruit,pot plants,shopping bags,sugar,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
sausage,other vegetables,,,,,,,,,
brown bread,whole milk,,,,,,,,,
pastry,bottled beer,,,,,,,,,
sugar,skin care,,,,,,,,,
oil,hard cheese,,,,,,,,,
pip fruit,other vegetables,semi-finished bread,sliced cheese,,,,,,,
pork,butter milk,,,,,,,,,
soda,beverages,,,,,,,,,
dessert,house keeping products,,,,,,,,,
waffles,curd,,,,,,,,,
citrus fruit,light bulbs,,,,,,,,,
other vegetables,dishes,,,,,,,,,
